,question,student answer,model answer,score,correct
2223,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"loglogn , n to the power of 2, n to the power of 3, 2 to the power of logn, n!",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,4.125,1
2224,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,loglogn2 to the power oflognn! n to the power of 3 n to the power of 2,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,2.0,0
2225,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,loglog n; 2 to the power oflog n; n!; n to the power of 2; n to the power of 3;,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,3.75,0
2226,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"this goes from largest to smallest: n!, n to the power of 3, n to the power of 2, 2 to the power oflog n, loglog n",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2227,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2228,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"2 to the power oflog n, loglog n, n!, n to the power of 2, n to the power of 3",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,1.75,0
2229,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,loglog n; n!; n to the power of 2; n to the power of 3; n to the power oflog n,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,2.25,0
2230,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"From least to greatest: loglog n, 2 to the power oflog n, n to the power of 2, n to the power of 3, n!",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2231,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"loglog n2 to the power oflog n, is just n n to the power of 2 n to the power of 3 n!",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2232,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,2 to the power oflog nloglog nn to the power of 2 n to the power of 3 n!,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,4.0,1
2233,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,from lowest to longest. loglog n; 2 to the power oflog n; n!; n to the power of 2; n to the power of 3;,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,3.625,0
2234,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,loglogn 2 to the power of lognn to the power of 2 n to the power of 3 n!,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2235,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"loglog n, 2 to the power oflog n, n to the power of 2, n to the power of 3, n!",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2236,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"2 to the power oflog n, n to the power of 3, n to the power of 2, loglog n, n!",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,2.0,0
2237,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"linear, logarithmic, exponential, linear, linear",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,1.5,0
2238,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"quickest at top, slowest at bottom loglog nn to the power of 2 n to the power of 3 2 to the power oflog nn!",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,4.0,1
2239,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,longest to shortest: n to the power of 3; n!; n to the power of 2; 2 to the power oflog n; loglog n,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,3.0,0
2240,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,2 to the power oflog nn to the power of 2 to the power of 3 loglong nn!,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,3.25,0
2241,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,from lowest to highest 1-longlong n2 minus 2 to the power of logn3 minus n to the power of 2 4 minus N to the power of 3 5 minus n!,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2242,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,loglog n; n to the power of 2; n to the power of 3; n!; 2 to the power oflog n,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,4.125,1
2243,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,n to the power of 2; n!; n to the power of 3; 2 to the power oflog n; loglog n,loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,2.25,0
2244,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"worst to best: n!, n to the power of 3, n to the power of 2, 2 to the power oflog n, loglog n",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,5.0,1
2245,Order the following functions by their running time: n to the power of 2; log -LRB- log n -RRB- ; 2 to the power of -LRB- log n -RRB- ; n!; n to the power of 3.,"loglong n, 2 to the power oflog n; n to the power of 2, n to the power of 3;",loglog n; 2 to the power oflog n; n to the power of 2; n to the power of 3; n!,4.75,1
2246,"Briefly, how does selection sort work?","it scans the list and selects the smallestlargestelement and places it in the front, increment the curPtr by one, scan the list again for the next smallestlargestelement and place it in with respect with the other sorted elements.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2247,"Briefly, how does selection sort work?","Selection sort searches the array for the lowest value and swaps it with the first value in the array. Then searches for the next lowest value and swaps it with the second item in the array, and so on.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2248,"Briefly, how does selection sort work?",Compare the largest element to the front element and swap data according to value if needed.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.0,1
2249,"Briefly, how does selection sort work?","Selection sort is a sorting algorithm that divides a list in half and has two lists. It then compares the first elements in both these lists and puts these elements in another list, having the smaller element before the bigger one.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",2.0,0
2250,"Briefly, how does selection sort work?","Iterate through the listassume list of integers, find the smallest one, and put it in a separate sorted list ... then traverse again and find the next smallest, and move it to the sorted section ... and repeat until you run out of elements to sort.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2251,"Briefly, how does selection sort work?",selection sort selects the smallest element out of the list then the second smallest ... and sorts them acordingly.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2252,"Briefly, how does selection sort work?",You select the smallest element and place it on the left. You select the smallest element and sort it with respect the the item already on the left. You continue this till the end of the collection of items.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2253,"Briefly, how does selection sort work?","A selection sort scrolls through the data structure looking for the lowestor highestunsorted piece of data, moves it to the held spot, increments that spot by one, and starts the process over.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2254,"Briefly, how does selection sort work?",Selection sort works by finding the smallest element and then compares it with the largest and sorts the elements.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",2.0,0
2255,"Briefly, how does selection sort work?","Selection sort is usually a recursive sorting method where you divide the elements to be sorted in half repeatedly. You then sort the smallest case, then work your way up, sorting each until they are all sorted.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",2.5,0
2256,"Briefly, how does selection sort work?","goes to the middle of the list, checks to see if it is greater or less then the value given and moves through the list accordingly to add the value into the proper place.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",2.0,0
2257,"Briefly, how does selection sort work?",selection sort finds the lowest element in the data set and places it behind the pivot point.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2258,"Briefly, how does selection sort work?","Selection sort iterates through the array one element at a time, seeking the least value from the right and replacing the current value with it.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2259,"Briefly, how does selection sort work?","Selection sort traverses an unsorted array looking for the smallest value, when it is found it is put at the beginning of the unsorted array. Performed several times, this will output a sorted array.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2260,"Briefly, how does selection sort work?",it runs through the list and finds the smallestor largestvalue and puts it at the appropriate position,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2261,"Briefly, how does selection sort work?","pick a number, and set all values less than that number to the left, while all numbers on the right of that number is larger.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",3.0,0
2262,"Briefly, how does selection sort work?",It takes the largest item in the unsorted array and swaps it with last item in the unsorted array.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2263,"Briefly, how does selection sort work?","by selecting the first object and comparing it with the next objects to find one that is smaller, if it does it switches the two. then it comes back the other way and sees if the objects previous to the last one is greater, if it does it switches them. it does this while decreasing the range it looks at until it finishes in the middle.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",2.5,0
2264,"Briefly, how does selection sort work?","Selection sorts works by going through a certain list. Goes through the unsorted list and selecting the largest item in the list and placing it in a sorted array. There are two arrays, unsorted and sorted. Complete these steps until the list is sorted.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2265,"Briefly, how does selection sort work?","selection sort works by pulling all of the values off to the side, leaving one value in the list. It will then insert a value into the list. if the value is bigger it will go to the right, if smaller if will go to the left.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",2.5,0
2266,"Briefly, how does selection sort work?",selection sort searches for the smallest element of the remaining data organization and places it at the largest point of the new data organization,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2267,"Briefly, how does selection sort work?","Selection sort sorts an array one element at at time. It first finds the element with the smallest key and puts it into the first location within its array or list, then finds the next smallest and puts it in the second location, and so on.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",5.0,1
2268,"Briefly, how does selection sort work?","select an element compare it with 2nd element if it is greater, swap it","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",3.0,0
2269,"Briefly, how does selection sort work?","it selects the smallest element in a list and switches it with the element in its correct position, then it selects the next smallest and does the same ...","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2270,"Briefly, how does selection sort work?",It starts at the first element and replaces it with the smallest element found to the right. It then repeats with the next element in the list.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.5,1
2271,"Briefly, how does selection sort work?","selection sort is when you pick a data member and put it in a new array, then you pick another data member and put it in order with the new array, then pick another and insert it in the correct place in the new array, etc etc","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",3.0,0
2272,"Briefly, how does selection sort work?","it searches through the entire data set for the best element to go in the current position, then it moves up a position and searches through the remainder of the set for the best element for the new position.","It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.0,1
2273,"Briefly, how does selection sort work?",selection sort iterates through the array one element a time searching for the right and replacing current value with it.,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",4.0,1
2274,What is the advantage of linked lists over arrays?,A link list can grow to a infinite size as a array has a fixes size.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2275,What is the advantage of linked lists over arrays?,The advantage of linked lists is that they are not limited in size like arrays.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2276,What is the advantage of linked lists over arrays?,link lists dont have a fixed size,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2277,What is the advantage of linked lists over arrays?,"Linked Lists can be of variable size, where arrays have fixed size.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2278,What is the advantage of linked lists over arrays?,"Linked lists do not have a definite size. They can be as big or as small as needed, and they do not have to allocate extra memory for elements you do not need. Arrays size must be defined.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2279,What is the advantage of linked lists over arrays?,"a linked list has a dynamic size, but an array only has a fixed size and takes allot of extra operations to increase its size.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2280,What is the advantage of linked lists over arrays?,You do not have to predetermine your list size as you do with arrays. Linked list have the ability to be as large as you want them adding memory as needed.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2281,What is the advantage of linked lists over arrays?,The main advantage to a linked list is that it can have it is size adjusted during runtime.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2282,What is the advantage of linked lists over arrays?,Linked lists are able to grow in size. So elements can be added to the list.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2283,What is the advantage of linked lists over arrays?,"Linked lists are not confined to a specific size, and can have elements added and removed far easier. They are also easier to traverse.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2284,What is the advantage of linked lists over arrays?,There is no predetermined length,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2285,What is the advantage of linked lists over arrays?,"Inserts into a linked list are far cheaper than an insert into an array. With an array, all items after the one being inserted must me shifted, with a linked list, only the pointers are replaced.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",4.5,1
2286,What is the advantage of linked lists over arrays?,Linked lists may be dynamically grown.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2287,What is the advantage of linked lists over arrays?,"Linked lists are very dynamic in that they can change and be added or subtracted to very easily because they are not linear in memory. Arrays are pre-specified in size to be cast over a certain amount of disk space. This makes insertion into Arrays difficult because all elements must be shifted, and if you reach the end of the array, you are done even if you have more data to input. Linked Lists do not run into these problems.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2288,What is the advantage of linked lists over arrays?,"linked lists have an indefinite size, whereas arrays are a specific size.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2289,What is the advantage of linked lists over arrays?,"Linked lists have no predefined length, and thus you can have virtually unlimited items in that list.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2290,What is the advantage of linked lists over arrays?,"They grow dynamically, unlike the fixed size array","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2291,What is the advantage of linked lists over arrays?,"you can add as many nodes as you like without having to specify a list size, if an array gets too big you have to copy its entire contents to another larger array to get more room","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2292,What is the advantage of linked lists over arrays?,Linkded list does not have a fixed size. Arrays have a fixed size.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2293,What is the advantage of linked lists over arrays?,"Linked lists have a dynamic size, where as arrays have a static size.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2294,What is the advantage of linked lists over arrays?,linked lists do not have a memory constraint other than total memory,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2295,What is the advantage of linked lists over arrays?,"The primary advantage of linked lists over arrays is their ability to become larger or smaller as data is added and removed from the list, whereas arrays may waste memory for small data sets, and run out of space for large data sets.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2296,What is the advantage of linked lists over arrays?,"Array have fixed size, in Link List are flexible for adding or deleting an element.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2297,What is the advantage of linked lists over arrays?,they are resizeable,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2298,What is the advantage of linked lists over arrays?,Linked lists can be dynamically allocated and their size can change as needed.,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2299,What is the advantage of linked lists over arrays?,"linked lists do not have to have a specified size, they are easier to add to and remove from","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2300,What is the advantage of linked lists over arrays?,"they dont have a fixed size, no shiftnig needs to be done for insertion or deletion.","Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2301,What is the advantage of linked lists over arrays?,linked list many be dynamically grown. It has not limit,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.",5.0,1
2302,What is a queue?,A data structure in C plus plus where the the first element in the queue is the first element taken out of the queue.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2303,What is a queue?,A queue is an abstract data type that performs operations on both ends of the list and exhibits first-in first-out behavior.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2304,What is a queue?,First in first out.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,4.5,1
2305,What is a queue?,"A queue is an abstract data type that involves putting an element at the back of the list. Queues use the FIFO, first in first out, idea where the first element in the list is the first that comes out.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2306,What is a queue?,"A data structure that implements first in, first out. The element that has been there the longest is the first to get served.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2307,What is a queue?,a data structure that inserts elements at the end of it and removes elements from the front.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2308,What is a queue?,A queue is a collection of elements with the characteristics of first in first outFIFO. The first item in is the first item out. All additional items are added to the end of the list.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2309,What is a queue?,"A queue is a data structure that inserts data into a FIFO configuration, that is, data input to the structure is always at it is end, and data taken is always from the beginning.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2310,What is a queue?,It is a particular set of entities that are put in to a certain order by the enqueue and the dequeue functions.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,3.5,0
2311,What is a queue?,A queue is a data type that operates under a FILOFirst In Last Outmethod. This means that the first element inserted into the queue is the first element removed.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,4.0,1
2312,What is a queue?,like a linked list except it is first in last out,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,2.5,0
2313,What is a queue?,A queue is like a stack except it follows FIFOFirst in first out.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2314,What is a queue?,A queue is a data structure where the first node in is the first node out.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2315,What is a queue?,A queue is a First in First out data structure much like a line for a movie theatre. The first object in line is the first object to be handled or enacted upon.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2316,What is a queue?,"its a lot like a stack, except that the first item put into the list is the first item to be taken from the list.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2317,What is a queue?,"a first in first out list of items, like if you put 5, 4, 3, 2, and 1 in the queue it will when you dequeue items remove the items in the same order as put in, so thus it will put out, 5, 4, 3, 2, and 1 in that exact order.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2318,What is a queue?,"A linked list with a First In, Out structure dequeue at the head of the list enqueue at the end of the list",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2319,What is a queue?,"a list of objects that follow the rule first in first out, essentially a linked list that goes in order of the first object in the list is the first to be taken off.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2320,What is a queue?,A queue is an abstract data type that is based off of the priniple of first in first out. FIFO. The first item inserted into the list will the first item taken out.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2321,What is a queue?,It is a first in first out data structure. It can be implemented with either a linked list or an array.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2322,What is a queue?,an ordered list that performs task in the order of first in first out. adding items to the queue places items behind the rest of them. taking items off the queue takes the one that has waited the longest.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2323,What is a queue?,"A queue is a linear, first-in first-out data structure. Data must be accessed in the same order it was put into the queue, so only the oldest item in the queue is accessible at any time. Main functions defined are enqueue and dequeue.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2324,What is a queue?,"Queue is a buffer, it follows the rule of First In and First out. Queue is very useful in computer science for scheduleing.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2325,What is a queue?,a queue is a set of elements where the first element inserted is the first element to be removed,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2326,What is a queue?,Is a list of items where the the user only has access to the first element and each new element is added at the end.,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2327,What is a queue?,"a queue is a list of data that follows the fifo principle, an example of this would be when you get into a line at a movie theater ... the first one there gets to buy a ticket first",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2328,What is a queue?,"A queue is a data structure that holds a set of objects, which has a FIFOfirst in first outpriority.",A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,5.0,1
2329,What is a queue?,like a linked list expect first in last out,A data structure that stores elements following the first in first out principle. The main operations in a queue are enqueue and dequeue.,1.5,0
2330,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2331,What are the main operations associated with a stack?,"Pop, which removes the head, or least recently inserted node from the stack. Push, which inserts a new node at the head of the stack.",push and pop,5.0,1
2332,What are the main operations associated with a stack?,Push and pop,push and pop,5.0,1
2333,What are the main operations associated with a stack?,The Push function and the Pop function.,push and pop,5.0,1
2334,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2335,What are the main operations associated with a stack?,push puts an element on the stack pop-takes an element off the stack,push and pop,5.0,1
2336,What are the main operations associated with a stack?,Push and pop.,push and pop,5.0,1
2337,What are the main operations associated with a stack?,Push and Pop,push and pop,5.0,1
2338,What are the main operations associated with a stack?,push and pop.,push and pop,5.0,1
2339,What are the main operations associated with a stack?,"Push and Pop. Push adds an element to the stack, while Pop removes the top element from a stack.",push and pop,5.0,1
2340,What are the main operations associated with a stack?,pop and push,push and pop,5.0,1
2341,What are the main operations associated with a stack?,"push, pop, search, isEmpty",push and pop,4.5,1
2342,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2343,What are the main operations associated with a stack?,"Push, Pop, isEmpty, isFull Maybe List to show all elements or an operation to count how many elements in the stack.",push and pop,5.0,1
2344,What are the main operations associated with a stack?,"pop, push",push and pop,5.0,1
2345,What are the main operations associated with a stack?,"isempty, push and pop, along with usually,",push and pop,5.0,1
2346,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2347,What are the main operations associated with a stack?,push and pop. push puts objects into the stack and pop takes them out following the first in last out rule.,push and pop,5.0,1
2348,What are the main operations associated with a stack?,"The main operations in a stack are push and pop. Push adds an item to the top of the stack, pop removes the top item from the stack.",push and pop,5.0,1
2349,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2350,What are the main operations associated with a stack?,"push, which adds an item to the top of the stack, and pop, which takes the first item off the top to the stack",push and pop,5.0,1
2351,What are the main operations associated with a stack?,"the main functions defined for a stack are push, which puts an element on the top of the stack, and pop, which removes an item from the top.",push and pop,5.0,1
2352,What are the main operations associated with a stack?,Push Pop Full IsEmpty,push and pop,5.0,1
2353,What are the main operations associated with a stack?,pop and push to remove an element and to insert an element,push and pop,5.0,1
2354,What are the main operations associated with a stack?,"Push, Pop",push and pop,5.0,1
2355,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2356,What are the main operations associated with a stack?,push Add an element to the top of the stack pop remove the top element from the stack,push and pop,5.0,1
2357,What are the main operations associated with a stack?,push and pop,push and pop,5.0,1
2358,What is the Euler tour traversal of a tree?,When you traverse a tree of any size you will visit each node three times. Its on the order of 3n or Onrunning time.,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",4.0,1
2359,What is the Euler tour traversal of a tree?,"The Euler tour traversal of a tree begins at the root and visits each node in the tree from the left, then bottom, then right sides.","A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",5.0,1
2360,What is the Euler tour traversal of a tree?,Where you visit the in order according to its data value.,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",3.0,0
2361,What is the Euler tour traversal of a tree?,"It is a tree that shows how it functions. It contains parents, children, siblings, ancestors and descendents. The use of tree type algorithm is also an alternative sorting algorithm.","A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",2.0,0
2362,What is the Euler tour traversal of a tree?,"Start from the root, circle around the whole tree, naming each node as you see it.","A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",4.5,1
2363,What is the Euler tour traversal of a tree?,it is where you visit the parent then you vistit the children,"A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",1.5,0
2364,What is the Euler tour traversal of a tree?,"To start from the root, traveling left and visiting ever child along the way till you return to the root from the right.","A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",4.0,1
2365,What is the Euler tour traversal of a tree?,"Traversing a tree down to it is terminal child and then all of it is siblings, then it traverses up the terminal child 's parent and all of it is siblingsrepeating the first step if those siblings have childrenuntil the root node has been visited.","A walk around the tree, starting with the root, where each node is seen three times: from the left, from below, from the right.",4.0,1
